"id","source","pmid","doi","title","authorString","journalTitle","pubYear","journalIssn","pageInfo","pubType","isOpenAccess","inEPMC","inPMC","hasPDF","hasBook","hasSuppl","citedByCount","hasReferences","hasTextMinedTerms","hasDbCrossReferences","hasLabsLinks","hasTMAccessionNumbers","firstIndexDate","firstPublicationDate","issue","journalVolume","pmcid","versionNumber","fullTextIdList.fullTextId","bookOrReportDetails.publisher","bookOrReportDetails.yearOfPublication","tmAccessionTypeList.accessionType","dbCrossReferenceList.dbName","bookid","bookOrReportDetails.comprisingTitle","bookOrReportDetails.seriesName"
"41674403","MED","41674403","10.1115/1.4071099","Impacts of Sterilization Method on Material Properties of 3D Printable Resins With Prolonged Exposure to Cell Culture Environments.","Liao AS, Bennington MJ, Dai K, Irez AB, Sun A, Schaffer S, Chopra B, Seok JM, Adams R, Zhang YJ, Webster-Wood VA.","J Biomech Eng","2026","0148-0731; 1528-8951; ","071002","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-02-12","2026-07-01","7","148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42200443","MED","42200443","10.7554/elife.110044","Hsp70 is phosphorylated in a conserved response to DNA damage and contributes to cell cycle control.","Moss T, Wooldredge A, Bhakta K, Cronin M, Gestwicki JE, Mukherjee S.","Elife","2026","2050-084x","RP110044","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-28","2026-05-27",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42172599","MED","42172599","10.1093/bioinformatics/btag322","GLiNER-BioMed: A Suite of Efficient Models for Open Biomedical Named Entity Recognition.","Yazdani A, Stepanov I, Teodoro D.","Bioinformatics","2026","1367-4803; 1367-4811; ","btag322","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-23","2026-05-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42155749","MED","42155749","10.1016/j.ijbiomac.2026.152608","Microfluidic enrichment of urinary small extracellular vesicle-associated proteins for proteomic biomarker discovery.","Palanichamy K, Kannan DK, Vadivalagan C, Chang CY, Yang TS, Fan YJ.","Int J Biol Macromol","2026","0141-8130; 1879-0003; ","152608","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-21","2026-05-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42173296","MED","42173296","10.1016/j.jpain.2026.106320","Patients' pain experience in claudication: biopsychosocial correlates of frequency, intensity, sleep interference, and chronic pain.","Romain G, Alashi A, Tapia C, Sinusas AJ, Galiana G, Barry DT, Vashist A, Lang E, Garland EL, Mena-Hurtado C, Smolderen KG.","J Pain","2026","1526-5900; 1528-8447; ","106320","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-23","2026-05-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42184597","MED","42184597","10.1016/j.media.2026.104132","Spatio-temporal reconstruction of early brain developmental trajectories via self-supervised learning.","Ning C, Zheng T, Chen Y, Huang Y, Xu X, Xu H, Li M, Zhao R, Chen R, Xia J, Wu D.","Med Image Anal","2026","1361-8415; 1361-8423; ","104132","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-26","2026-05-17",NA,"112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42185964","MED","42185964","10.1186/s10194-026-02380-5","Long-range circuit of the mouse spinal trigeminal nucleus caudalis.","Tang L, Jiang T, Li A, Deng Y, Li X, Gong H, Ren M.","J Headache Pain","2026","1129-2369; 1129-2377; ",NA,"journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-26","2026-05-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42070082","MED","42070082","10.1016/j.ymthe.2026.04.054","Extracellular vesicle-mediated crosstalk in bone: miR-150-5p as a mechanosensitive regulator of osteoclastogenesis.","Maggio M, Martins C, Almasri R, Petrousek S, Brunet MY, Madden L, Gorgun C, Ní Néill T, Roche FM, Buckley CT, O'Driscoll L, Hoey DA.","Mol Ther","2026","1525-0016; 1525-0024; ","S1525-0016(26)00370-9","journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2026-05-13","2026-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42173146","MED","42173146","10.1088/1361-6560/ae7231","Scan-wise generalized PET denoising with contrastive adversarial learning.","Liu X, Marin T, Vafay Eslahi S, Tiss A, Chemli Y, Najmaoui Y, Jang SI, El Fakhri G, Ouyang J.","Phys Med Biol","2026","0031-9155; 1361-6560; ",NA,"journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-23","2026-05-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42184674","MED","42184674","10.1016/j.bios.2026.118836","A portable Cas13a self-cascading cyclic amplification-integrated system enables multiple respiratory tract viruses analysis within minutes at point-of-needs.","Wang H, Shi Y, Feng T, Ling W, Huang Y, Zhang Y, Dai Z, Yi C.","Biosens Bioelectron","2026","0956-5663; 1873-4235; ","118836","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-05-26","2026-05-22",NA,"309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42087163","MED","42087163","10.1186/s12938-026-01550-5","Biodegradable synthetic polymers for biomedical and tissue engineering applications: tailoring degradation kinetics with tissue regeneration timeline.","Saidin S, Zubairi SI, Ambreen J, Md Lazim NA, Sadia M, Lim JTW, Ulum MF, Elliyanti A, Sefat F.","Biomed Eng Online","2026","1475-925x",NA,"journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-13","2026-05-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42178206","MED","42178206","10.1093/bioinformatics/btag332","DA-BioNER: data augmentation based on few-shot learning and distant supervision for biomedical named entity recognition.","Park Y, Son G, Kim T, Rho M.","Bioinformatics","2026","1367-4803; 1367-4811; ","btag332","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-25","2026-05-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42107249","MED","42107249","10.1016/j.ijmedinf.2026.106463","Empowering open medium-sized generative language models for effective structured search in biomedical systematic reviews.","Budau L, Finney R, Ensan F.","Int J Med Inform","2026","1386-5056; 1872-8243; ","106463","journal article","N","N","N","N","N","N",0,"Y","N","N","N","N","2026-05-13","2026-05-06",NA,"216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42168496","MED","42168496","10.1038/s41598-026-53549-6","BMA-YOLO: an object detection model for microscopic images of mouse embryos.","Zhao Y, Zeng W, Wang Y, Wu J, Liang W, Xu L, Sun H.","Sci Rep","2026","2045-2322",NA,"journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-22","2026-05-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42184512","MED","42184512","10.1016/j.foodchem.2026.149779","Simultaneous enantioselective determination of 30 chiral pesticides in vegetables: enantiomeric composition, separation, and absolute quantification using LC-MS/MS.","Zhao T, Jiang X, Zhu Y, Shen D, Li C, Liu D, Li H, Cao Y, He K, Wang N.","Food Chem","2026","1873-7072","149779","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-05-26","2026-05-22",NA,"519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42155594","MED","42155594","10.1002/resp.70262","Preliminary Development of a Patient-Reported Outcome Measure for Inducible Laryngeal Obstruction: Findings From a Delphi Process.","Ludlow S, Fowler S, Kirkham J, Byrne-Davis L.","Respirology","2026","1323-7799; 1440-1843; ",NA,"journal article","N","N","N","N","N","N",0,"Y","N","N","N","N","2026-05-21","2026-05-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42184758","MED","42184758","10.1016/j.biopha.2026.119546","Late-stage modification of the alkaloid toxin veratridine to photocontrol excitable tissues.","Camerin L, Maleeva G, Ramírez-Abreu A, Cilleros-Mañé V, Miftari D, Batlle M, Matera C, Guasch E, Gorostiza P.","Biomed Pharmacother","2026","0753-3322; 1950-6007; ","119546","journal article","N","N","N","N","N","N",0,"N","Y","N","Y","N","2026-05-26","2026-05-25",NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42171769","MED","42171769","10.1007/s00428-026-04589-w","ACTIN::MITF-rearranged tumor: a distinctive entity or a cutaneous PEComa with MITF alterations? A clinicopathological and molecular study of additional 5 cases.","Mansour B, Baranovska-Andrigo V, Michal M, Alomari AK, Torres-Mora J, Dehner CA, Michal M.","Virchows Arch","2026","0945-6317; 1432-2307; ",NA,"journal article","N","N","N","N","N","N",0,"Y","N","N","N","N","2026-05-23","2026-05-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42190630","MED","42190630","10.1016/j.ultras.2026.108142","Multi-frequency autocorrelation mapping for shear wave elastography in reverberant wavefields.","Wang L, Wang Z, Xiao X, Jamali A, Wan M, Zhang H.","Ultrasonics","2026","0041-624x; 1874-9968; ","108142","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-28","2026-05-20",NA,"166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42127435","MED","42127435","10.1016/j.saa.2026.128045","Quantum dot-enhanced tunable FRET nanosensor for Alzheimer's-associated dual miR-34 detection.","Tu Y, Yang R, Li S, Huang R, Zhang Y, Yang Q, Li J, Zhou L, Zhang W.","Spectrochim Acta A Mol Biomol Spectrosc","2026","1386-1425; 1873-3557; ","128045","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-05-15","2026-05-08",NA,"360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42143522","MED","42143522","10.1016/j.ijnurstu.2026.105568","Beyond clinical metrics - Complete early recovery of patient-identified activities of daily living after surgery: A prospective observational study.","Dana F, Capitan D, Sebio-García R, González-Colom R, Tena B, Pelaez A, de Vicente S, Risco R, Zabalegui A, Martínez-Pallí G, Hospital Clinic of Barcelona Prehabilitation Group.","Int J Nurs Stud","2026","0020-7489; 1873-491x; ","105568","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-19","2026-05-16",NA,"181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42193489","MED","42193489","10.3390/biomedicines14051166","Development of Type II Glucose Transporter Inhibitors: Phloretin as a GLUT-2 Screening Template from &lt;i&gt;In Silico&lt;/i&gt; Modeling to &lt;i&gt;In Vitro&lt;/i&gt; Assessment.","Boonpech W, Srifa P, Sooksawat D, Limsakul P, Saetang J, Tipmanee V, Charupanit K, Churuangsuk C, Juncheed K.","Biomedicines","2026","2227-9059","1166","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-28","2026-05-21","5","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42192521","MED","42192521","10.1186/s12909-026-09518-8","An exploratory study of the use of artificial intelligence-based virtual patients to enhance dentist-patient communication training.","Xie Y, Ou Z, Huang Y, Huang H, Ran X, Dai H, Huang B, Shu L.","BMC Med Educ","2026","1472-6920",NA,"journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-28","2026-05-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42050257","MED","42050257","10.1007/s00259-026-07885-4","The Dementias Platform UK PET/MR harmonisation and test-retest study: assessment of PET repeatability and reproducibility across the national network.","Markiewicz PJ, Thompson G, Wardlaw JM, Wimberley C, Ritchie C, Taylor JP, Brooks D, Maxwell R, Firbank M, Hoggard N, Su L, Wild J, Hillel P, Rhodes-Bradford V, Parkes LM, O'Brien JT, Carter SF, Aigbirhio FI, Fryer T, Matthews PM, Malhotra P, Grey G, Hallett W, Ocal D, Dickson JC, De Vita E, Thomas DL, Fox NC, Krokos G, Mackewn JE, Marsden P, Hammers A, Herholz K, Barkhof F, Matthews JC.","Eur J Nucl Med Mol Imaging","2026","1619-7070; 1619-7089; ",NA,"journal article","N","N","N","N","N","N",0,"Y","N","N","Y","N","2026-04-30","2026-04-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42082547","MED","42082547","10.1038/s41598-026-49316-2","Evaluating the nanotoxicity and antioxidant pathway modulation of MnO&lt;sub&gt;2&lt;/sub&gt; nanoparticles in zebrafish.","Draviana HT, Fitriannisa I, Husain S, Chiou YT, Kuo TR, Chen CY.","Sci Rep","2026","2045-2322",NA,"journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-13","2026-05-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42132078","MED","42132078","10.1002/smll.73810","Real-Time 3D Reconstruction of Nanomotor Dynamics Using Phase-Space Deconvolution Light-Field Microscopy.","Cheng Y, Chen X, Chen H, Yang Y, Liu W, Dai L, Xuan M, He Q.","Small","2026","1613-6810; 1613-6829; ","e73810","journal article","N","N","N","N","N","N",0,"N","Y","N","Y","N","2026-05-15","2026-05-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42207244","MED","42207244","10.1007/s11673-026-10551-x","A Need for Societal Involvement in Promoting a Culture of Care in Animal Research.","Azilagbetor DM, Shaw D, Geneviève LD, Milford A, Gaab J, Elger BS.","J Bioeth Inq","2026","1176-7529; 1872-4353; ",NA,"journal article","N","N","N","N","N","N",0,"Y","N","N","N","N","2026-05-29","2026-05-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42114540","MED","42114540","10.1016/s2665-9913(26)00120-7","Long-term treatment transition patterns after intensive treatment strategies in early psoriatic arthritis: insights from the GOLMePsA clinical trial.","Meridor K, Granados R, Harrison SR, Helliwell PS, McGonagle D, De Marco G, Marzo-Ortega H.","Lancet Rheumatol","2026","2665-9913","S2665-9913(26)00120-7","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-14","2026-05-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41563788","MED","41563788","10.1158/1541-7786.mcr-25-0616","Contrasting Features of Papillary and Chromophobe Renal Cell Carcinoma Revealed by Whole-Genome Sequencing.","Culliford R, Mills C, Chubb D, Kinnersley B, Sud A, Cornish AJ, Browning L, Lawrence SED, Bentham R, Frangou A, Gruber AJ, Litchfield K, Wedge DC, Larkin J, Turajlic S, Houlston RS.","Mol Cancer Res","2026","1541-7786; 1557-3125; ","327-336","journal article","N","N","N","N","N","N",0,"N","Y","N","Y","N","2026-01-22","2026-05-01","5","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42190991","MED","42190991","10.1016/j.nbd.2026.107459","ROS-HIF1α-driven glycolytic reprogramming sustains ATP production in Huntington's disease.","Wu CW, Chang CP, Hwang DW, Chen YW, Lee YH, Siew JJ, Chen HM, Chern Y.","Neurobiol Dis","2026","0969-9961; 1095-953x; ","107459","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-28","2026-05-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42128061","MED","42128061","10.1016/j.jconrel.2026.115010","Model-guided design of lymphatic drug delivery systems using osmotic pressure, viscosity and lymph node size.","Miyazaki R, Sukhbaatar A, Mori S, Kusaka T, Katagiri K, Shiga K, Kodama T.","J Control Release","2026","0168-3659; 1873-4995; ","115010","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-15","2026-05-12",NA,"395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40846474","MED","40846474","10.1136/archdischild-2024-328350","Diagnosis and confirmation of death in children: a focus on the 2025 UK guidelines.","Jeyaraj R, Alexander EC, Bhayat S, Brierley J.","Arch Dis Child Educ Pract Ed","2026","1743-0585; 1743-0593; ","111-118","journal article","N","N","N","N","N","N",0,"Y","N","N","Y","N","2025-08-24","2026-05-18","3","111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42172748","MED","42172748","10.1016/j.foodchem.2026.149714","A ratiometric fluorescent probe with distinct response to Aflatoxin B1 and B2a: probe design, bioimaging, and quantification.","Peng L, Luo Y, Xun Z, Xu Z, Lv T, Du X, Wang Z, Wang YL, Qin T, Liu B, Zhu MQ.","Food Chem","2026","1873-7072","149714","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-23","2026-05-19",NA,"519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42166621","MED","42166621","10.2196/84903","Enhancing Pathology Knowledge for Biomedical Scientists: Pilot Cohort Study of a Comprehensive Self-Paced Tutorial for Bridging Fundamental Concepts With Translational Applications.","Sells J, Clemente LC, Farris DP, Sizemore ML, Wistuba II, Soundararajan R, Raso MG.","JMIR Med Educ","2026","2369-3762","e84903","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-05-22","2026-05-21",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42190812","MED","42190812","10.1016/j.jbc.2026.113193","HIF-1α Drives Distinct Aspects of Hypoxia-Induced Glucose Metabolism in Intestinal Epithelial Cells.","Kierans SJ, Kennedy C, Turner R, Flood D, DeMichele E, Wallace M, Taylor CT.","J Biol Chem","2026","0021-9258; 1083-351x; ","113193","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-28","2026-05-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42155941","MED","42155941","10.1016/j.bios.2026.118799","Surface microchannel-based unidirectional-flow assay for periodontitis screening via amplification-free and sensitive detection of Porphyromonas gingivalis rRNA.","Feng S, Gong K, Xu J, Yap PW, Deng T, Fu Q, Zhou J.","Biosens Bioelectron","2026","0956-5663; 1873-4235; ","118799","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-21","2026-05-15",NA,"309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42081861","MED","42081861","10.1016/j.bios.2026.118759","An integrated microneedle device for skin interstitial fluid multiplexed detection and deep learning-based analysis of acute myocardial infarction biomarkers.","Liu Z, Chen Y, Li Z, Li Z, Li Z, He J, Huang Z, Chang J, Liu C, Xiong R, Zhang X, Chen X, Chen Y, Zhang L, Xiao Y, Mou L, Guo W.","Biosens Bioelectron","2026","0956-5663; 1873-4235; ","118759","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-13","2026-05-02",NA,"307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42173614","MED","42173614","10.1016/j.carbpol.2026.125426","pH-responsive, self-lubricating hyaluronic acid-chondroitin sulfate-chitosan hydrogel for articular cartilage repair.","Qiu H, Zheng J, Yao Z, Cai X, Pan G, Mao X, Zhao X, Shao L, Xiong D, Wang R, Zhang Y.","Carbohydr Polym","2026","0144-8617; 1879-1344; ","125426","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-23","2026-05-11",NA,"385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42151215","MED","42151215","10.1038/s41598-026-48856-x","Loss masking-based gradient optimisation: A new approach for training supervised biomedical named entity recognition models using multi-dataset.","Alphonse J, Babu P, Achutan S, Kumar G, Melethadathil N.","Sci Rep","2026","2045-2322",NA,"journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-19","2026-05-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42117437","MED","42117437","10.1002/ctm2.70689","Investigations into the aetiopathogenesis of orofacial granulomatosis using multiple omics technologies reveal a potential role for B cells.","Tumelty M, Patel K, Petersen H, Delaney C, Lappin D, Gibson J, Ramage G, van der Gast C, Smith A, Nile CJ.","Clin Transl Med","2026","2001-1326","e70689","journal article","N","N","N","N","N","N",0,"N","N","N","Y","N","2026-05-14","2026-05-01","5","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42031125","MED","42031125","10.1016/j.jbi.2026.105049","High-quality data selection-driven instruction tuning for biomedical large language models.","Zheng J, Sun L, He X, Cao R.","J Biomed Inform","2026","1532-0464; 1532-0480; ","105049","journal article","N","N","N","N","N","N",0,"Y","N","N","N","N","2026-04-25","2026-04-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42175016","MED","42175016","10.3233/shti260342","Towards a ModernBERT Model Adapted to the Biomedical Domain in Italian.","Robbiani M, Scarciglia L, Levdik V, Meystre S.","Stud Health Technol Inform","2026","0926-9630; 1879-8365; ","1043-1044","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-23","2026-05-01",NA,"336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42189388","MED","42189388","10.1007/s11427-025-3252-6","Food processing-derived carbon dots disrupt male fertility via the gut-testis axis.","Chen P, Ma M, Li Y, Chen X, Xu Z, Guo J, Hu X, Lv L, Guo J, Liu G.","Sci China Life Sci","2026","1674-7305; 1869-1889; ",NA,"journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-05-27","2026-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
